iso3,country,hdicode,region,gii_rank_2019,gii_1995,gii_2000,gii_2005,gii_2010,gii_2011,gii_2012,gii_2013,gii_2014,gii_2015,gii_2016,gii_2017,gii_2018,gii_2019,mmr_1995,mmr_2000,mmr_2005,mmr_2010,mmr_2011,mmr_2012,mmr_2013,mmr_2014,mmr_2015,mmr_2016,mmr_2017,abr_1995,abr_2000,abr_2005,abr_2010,abr_2011,abr_2012,abr_2013,abr_2014,abr_2015,abr_2016,abr_2017,abr_2018,abr_2019,se_f_1995,se_f_2000,se_f_2005,se_f_2010,se_f_2011,se_f_2012,se_f_2013,se_f_2014,se_f_2015,se_f_2016,se_f_2017,se_f_2018,se_f_2019,se_m_1995,se_m_2000,se_m_2005,se_m_2010,se_m_2011,se_m_2012,se_m_2013,se_m_2014,se_m_2015,se_m_2016,se_m_2017,se_m_2018,se_m_2019,pr_f_1995,pr_f_1997,pr_f_2000,pr_f_2005,pr_f_2010,pr_f_2011,pr_f_2012,pr_f_2013,pr_f_2014,pr_f_2015,pr_f_2016,pr_f_2017,pr_f_2018,pr_f_2019,pr_m_1995,pr_m_1997,pr_m_2000,pr_m_2005,pr_m_2010,pr_m_2011,pr_m_2012,pr_m_2013,pr_m_2014,pr_m_2015,pr_m_2016,pr_m_2017,pr_m_2018,pr_m_2019,lfpr_f_1995,lfpr_f_2000,lfpr_f_2005,lfpr_f_2010,lfpr_f_2011,lfpr_f_2012,lfpr_f_2013,lfpr_f_2014,lfpr_f_2015,lfpr_f_2016,lfpr_f_2017,lfpr_f_2018,lfpr_f_2019,lfpr_m_1995,lfpr_m_2000,lfpr_m_2005,lfpr_m_2010,lfpr_m_2011,lfpr_m_2012,lfpr_m_2013,lfpr_m_2014,lfpr_m_2015,lfpr_m_2016,lfpr_m_2017,lfpr_m_2018,lfpr_m_2019
AZE,Azerbaijan,High,ECA,73,,,0.341,0.313,0.314,0.315,0.318,0.321,0.316,0.317,0.319,0.321,0.323,57,47,42,31,30,29,28,28,27,26,26,37.532,42.332,32.623,38.485,40.636,42.787,44.938,47.089,49.24,50.8895,52.539,54.1885,55.838,,90.00477125,89.9901775,93.84065,93.8297,93.82755,93.84777,93.85001,93.84367,93.9019,93.6846,93.9019,93.9019,,95.999095,95.78347,97.45334,97.44038,97.47061,97.49216,97.52309,97.52973,97.53103,97.50076,97.50076,97.50076,12,12,,13.04347826,16,16,16,15.57377049,15.57377049,16.93548387,16.8,16.8,16.8,16.80672269,88,88,,86.95652174,84,84,84,84.42622951,84.42622951,83.06451613,83.2,83.2,83.2,83.19327731,56.417,56.259,57.661,60.223,60.812,61.102,61.321,61.922,62.517,62.98,63.298,63.659,63.411,72.033,70.683,68.352,67.523,67.371,67.637,67.961,68.361,68.683,69.723,70.056,70.175,69.737
BDI,Burundi,Low,SSA,124,,0.624,0.567,0.532,0.528,0.523,0.519,0.515,0.509,0.508,0.505,0.504,0.504,1280,1010,814,665,635,608,591,576,568,558,548,84.765,78.96,74.47,65.178,64.2804,63.3828,62.4852,61.5876,60.69,59.415,58.14,56.865,55.59,2.44,3.14,3.98,5.28,5.724,6.168,6.612,7.056,7.056,7.056,7.5,7.5,7.5,5.36,6.36,7.68,8.33,8.644,8.958,9.272,9.586,9.586,9.9,10.46,11.02,11.37319532,,,14.40677966,31.73652695,36.05442177,34.93150685,34.93150685,34.93150685,34.93150685,37.80487805,37.80487805,37.80487805,38.75,38.75,,,85.59322034,68.26347305,63.94557823,65.06849315,65.06849315,65.06849315,65.06849315,62.19512195,62.19512195,62.19512195,61.25,61.25,87.971,84.31,81.64,80.163,80.023,79.928,79.849,79.748,80.025,80.237,80.385,80.472,80.434,86.962,82.758,79.165,77.282,77.085,76.937,76.805,76.647,77.096,77.444,77.689,77.831,77.819
BEL,Belgium,Very High,,4,0.162,0.122,0.104,0.091,0.086,0.081,0.074,0.063,0.057,0.054,0.052,0.048,0.043,8,8,7,6,6,6,6,6,5,5,5,10.819,10.177,10.95,10.03,9.2298,8.4296,7.6294,6.8292,6.029,5.6845,5.34,4.9955,4.651,67.52,74.48,74.07746667,77.08583,77.50484,77.67396,79.4415,80.14611,82.18702,82.62146,84.72241,84.72241,84.72241,73.76,76.769112,79.288002,82.38206,82.88234,83.08895,83.88218,84.68375,86.67338,87.10012,88.38187,88.38187,88.38187,15.83710407,15.83710407,24.88687783,35.74660633,38.91402715,38.91402715,38.91402715,38.91402715,42.38095238,42.38095238,42.38095238,41.42857143,41.42857143,43.33333333,84.16289593,84.16289593,75.11312217,64.25339367,61.08597285,61.08597285,61.08597285,61.08597285,57.61904762,57.61904762,57.61904762,58.57142857,58.57142857,56.66666667,40.474,43.57,45.487,47.489,46.805,46.889,47.594,48.011,48.024,47.766,47.892,48.655,48.608,60.965,61.364,61.285,60.793,59.674,59.722,59.706,59.383,59.144,58.963,59.109,58.95,58.699
BEN,Benin,Low,SSA,148,0.681,0.673,0.655,0.625,0.633,0.628,0.624,0.619,0.624,0.619,0.614,0.613,0.612,544,520,500,464,458,450,441,432,421,408,397,126.766,122.823,115.659,108.679,106.2162,103.7534,101.2906,98.8278,96.365,93.79775,91.2305,88.66325,86.096,6.65,8.4,9.51,11.27,12.396,13.522,14.648,15.774,15.774,16.9,18.2,18.2,18.33432267,18.77,20.51875714,23.535982,27.398852,28.171426,28.944,29.896,30.848,30.848,31.8,32.72,33.64,33.94317184,7.228915663,7.228915663,6.024096386,7.228915663,10.84337349,8.43373494,8.43373494,8.43373494,8.43373494,7.228915663,7.228915663,7.228915663,7.228915663,7.228915663,92.77108434,92.77108434,93.97590361,92.77108434,89.15662651,91.56626506,91.56626506,91.56626506,91.56626506,92.77108434,92.77108434,92.77108434,92.77108434,92.77108434,59.918,63.929,67.332,69.224,68.089,68.142,68.195,68.263,68.364,68.451,68.544,68.641,68.808,86.579,81.128,76.617,72.951,73.764,73.675,73.534,73.393,73.303,73.229,73.116,72.973,72.983
BFA,Burkina Faso,Low,SSA,147,,,0.641,0.614,0.61,0.605,0.601,,0.619,0.616,0.605,0.605,0.594,598,516,437,385,377,369,362,353,343,331,320,144.822,142.607,137.102,129.651,126.8024,123.9538,121.1052,118.2566,115.408,112.63825,109.8685,107.09875,104.329,,,5.006080943,5.537405,5.64410625,5.7508075,5.85750875,5.96421,5.96421,6.021845243,6.021845243,6.021845243,6.079310168,,,11.17604705,11.37759,11.4179275,11.458265,11.4986025,11.53894,11.53894,11.65044674,11.65044674,12.09579632,12.28004515,10.80139373,10.80139373,10.45296167,11.71171171,15.31531532,15.31531532,15.7480315,15.7480315,15.7480315,9.448818898,9.448818898,11.02362205,11.02362205,13.38582677,89.19860627,89.19860627,89.54703833,88.28828829,84.68468468,84.68468468,84.2519685,84.2519685,,90.5511811,90.5511811,88.97637795,88.97637795,86.61417323,72.929,68.036,62.436,59.718,59.341,58.971,58.607,58.249,58.312,58.36,58.409,58.46,58.308,89.805,88.339,86.82,81.705,80.305,78.813,77.224,75.533,75.424,75.3,75.151,74.972,74.826
BGD,Bangladesh,Medium,SA,133,0.708,0.683,0.638,0.592,0.591,0.585,0.579,0.57,0.562,0.555,0.542,0.54,0.537,499,434,343,258,248,238,227,214,200,186,173,143.467,121.609,106.017,94.101,93.0018,91.9026,90.8034,89.7042,88.605,87.19425,85.7835,84.37275,82.962,16.68,22.03,25.62,34.06,29.57489,30.59941,28.65546,30.73579,36.45814,36.89847,38.43696,39.83654,39.83654,29.11,31.742,34.76,40.118,41.10517,41.58023,38.44378,39.07994,45.17251,45.96998,46.74282,47.52994,47.52994,9.090909091,9.090909091,9.090909091,14.7826087,18.55072464,19.71428571,19.71428571,19.71428571,19.82758621,20,20,20.28571429,20.28571429,20.63037249,90.90909091,90.90909091,90.90909091,85.2173913,81.44927536,80.28571429,80.28571429,80.28571429,80.17241379,80,80,79.71428571,79.71428571,79.36962751,25.678,26.962,27.856,29.853,30.343,30.839,31.343,31.854,32.371,32.882,35.86,36.101,36.26,87.755,86.6,85.581,83.187,82.636,82.081,81.52,80.956,80.39,79.83,81.428,81.45,81.366
BGR,Bulgaria,Very High,,48,0.37,0.329,0.253,0.244,0.243,0.229,0.217,0.236,0.227,0.225,0.214,0.213,0.206,23,19,15,12,12,11,10,11,10,10,10,66.714,48.249,42.514,46.208,45.7176,45.2272,44.7368,44.2464,43.756,42.782,41.808,40.834,39.86,65.28445,81.4689,88.234798,91.74038,92.40692,93.01004,93.0209,93.06627,93.67594,94.16553,94.43896,94.43896,94.43896,83.01032872,89.46178678,93.051778,94.86416,95.21251,95.72127,95.75795,95.53711,96.06474,96.21652,96.42635,96.42635,96.42635,10.83333333,10.83333333,10.83333333,22.08333333,20.83333333,20.83333333,22.91666667,24.58333333,20,20.41666667,20.41666667,23.75,23.75,25.83333333,89.16666667,89.16666667,89.16666667,77.91666667,79.16666667,79.16666667,77.08333333,75.41666667,80,79.58333333,79.58333333,76.25,76.25,74.16666667,50.871,44.255,44.742,47.694,47.215,47.825,48.529,48.63,48.635,47.754,49.607,49.335,49.239,59.203,55.904,56.422,59.522,58.228,58.698,59.584,60.08,60.142,59.584,61.759,62.074,61.983
BHR,Bahrain,Very High,AS,49,,,0.321,0.247,0.221,0.234,0.23,0.226,0.236,0.235,0.231,0.213,0.212,19,27,19,18,15,18,17,15,15,15,14,22.311,18.78,16.785,14.787,14.6282,14.4694,14.3106,14.1518,13.993,13.83675,13.6805,13.52425,13.368,51.84,56.56,56.45,56.67778,58.10143625,59.5250925,60.94874875,62.372405,63.79606125,65.2197175,66.64337375,68.06703,68.06703,56.63,60.63,57.1,54.00517,56.78320833,59.56124667,62.339285,65.11732333,67.89536167,70.6734,74.3448,74.3448,74.3448,,,,7.5,15,18.75,18.75,18.75,17.5,15,15,15,18.75,18.75,,,,92.5,85,81.25,81.25,81.25,82.5,85,85,85,81.25,81.25,31.672,34.776,38.943,43.763,43.005,43.203,43.405,43.615,43.801,44.035,44.387,44.871,44.96,87.703,86.664,86.166,87.386,86.647,86.849,86.981,87.059,86.995,87.133,87.26,87.316,87.174
BHS,Bahamas,Very High,LAC,77,,0.403,0.363,0.38,0.378,0.379,0.376,0.373,0.367,0.363,0.343,0.343,0.341,72,75,77,78,78,78,78,77,74,72,70,69.643,61.902,44.102,39.464,38.1306,36.7972,35.4638,34.1304,32.797,32.098,31.399,30.7,30.001,,91.22574,89.84112,88.4565,88.18044024,87.90524202,87.63090265,87.35741946,87.35741946,87.35741946,88.01810676,88.01810676,88.01810676,,87.64369,87.640075,87.63646,87.63646,87.63646,87.63646,87.63646,87.63646,87.63646,87.63646,90.98156923,90.98156923,19.64285714,19.64285714,19.64285714,26.78571429,17.85714286,17.85714286,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,21.81818182,21.81818182,21.81818182,80.35714286,80.35714286,80.35714286,73.21428571,82.14285714,82.14285714,83.33333333,83.33333333,83.33333333,83.33333333,83.33333333,78.18181818,78.18181818,78.18181818,68.22,68.727,68.761,68.137,68.076,68.313,68.309,68.317,68.374,68.168,68.164,68.185,68.086,82.354,81.062,81.042,81.579,81.532,81.423,81.536,81.641,81.668,81.773,81.714,81.602,81.581
BIH,Bosnia and Herzegovina,High,ECA,38,,,,0.228,0.201,0.193,0.183,,0.168,0.167,0.161,0.158,0.149,25,17,13,11,10,10,10,10,10,10,10,25.586,25.24,18.868,16.19,15.3634,14.5368,13.7102,12.8836,12.057,11.45325,10.8495,10.24575,9.642,,,,44.81435,44.89162,53.09002,61.28842,69.48682,71.70435,73.0579,73.525025,73.99215,73.99215,,,,70.02423,69.80345,75.68572,81.56799,87.45026,88.71581,90.04384,89.682295,89.32075,89.32075,,,,12.28070175,15.78947368,19.29824561,19.29824561,19.29824561,19.29824561,19.29824561,19.29824561,19.29824561,19.29824561,21.05263158,,,,87.71929825,84.21052632,80.70175439,80.70175439,80.70175439,,80.70175439,80.70175439,80.70175439,80.70175439,78.94736842,33.991,33.229,31.609,34.309,34.451,34.679,35.55,36.366,36.253,35.581,35.899,35.52,35.387,58.045,57.22,57.19,58.213,57.554,58.266,58.287,58.231,58.195,58.575,57.782,58.282,58.05
BLR,Belarus,Very High,ECA,31,,,,0.15,0.149,0.154,0.153,0.153,0.153,0.138,0.134,0.128,0.118,33,22,11,5,5,4,3,3,3,3,2,44.236,33.021,24.291,22.315,22.1266,21.9382,21.7498,21.5614,21.373,19.6565,17.94,16.2235,14.507,,,,87.00197,87.00197,87.00197,87.00197,87.00197,87.00197,87.00197,87.00197,87.23838181,87.23838181,,,,92.21481,92.21481,92.21481,92.21481,92.21481,92.21481,92.21481,92.21481,92.46538674,92.46538674,,,,29.76190476,32.14285714,32.14285714,29.51807229,29.51807229,29.51807229,29.16666667,33.92857143,33.13253012,33.13253012,34.93975904,,,,70.23809524,67.85714286,67.85714286,70.48192771,70.48192771,70.48192771,70.83333333,66.07142857,66.86746988,66.86746988,65.06024096,52.653,53.331,55.412,57.536,57.863,58.141,58.362,58.526,58.633,58.763,58.569,58.147,57.738,66.739,65.873,67.327,69.563,69.921,70.262,70.565,70.806,70.982,71.08,71.421,72.141,71.759
BLZ,Belize,High,LAC,97,0.554,0.516,0.484,0.459,0.455,0.44,0.435,0.43,0.423,0.412,0.418,0.416,0.415,102,89,70,54,52,50,48,46,43,39,36,121.716,106.26,91.187,78.656,77.4606,76.2652,75.0698,73.8744,72.679,71.631,70.583,69.535,68.487,35.33,49.46,65.08,76.40239,76.77455064,77.14671128,77.51887192,77.89103256,78.2631932,78.59157023,78.91994727,78.91994727,79.04098049,34.98,48.86,62.321515,75.78303,76.17581889,76.56860777,76.96139666,77.35418555,77.74697443,78.07129553,78.39561663,78.39561663,78.90916961,10.81081081,10.81081081,13.51351351,11.9047619,11.11111111,11.11111111,13.33333333,13.33333333,13.33333333,13.33333333,13.33333333,11.11111111,11.11111111,11.11111111,89.18918919,89.18918919,86.48648649,88.0952381,88.88888889,88.88888889,86.66666667,86.66666667,86.66666667,86.66666667,86.66666667,88.88888889,88.88888889,88.88888889,35.784,40.285,45.838,46.367,46.58,46.802,47.039,47.782,48.358,49.955,49.387,49.66,49.904,81.535,81.663,81.891,80.4,80.192,79.998,79.814,80.114,79.951,80.396,80.623,80.642,80.603
BOL,Bolivia (Plurinational State of),High,LAC,98,,0.587,0.55,0.491,0.487,0.483,0.477,0.44,0.44,0.431,0.424,0.419,0.417,393,331,271,212,202,192,184,175,168,161,155,92.13,87.754,85.71,81.926,80.1186,78.3112,76.5038,74.6964,72.889,70.89175,68.8945,66.89725,64.9,39.27,38.17,37.496406,42.85300667,44.20125333,45.5495,47.58141089,49.61332178,52.80782,52.80782,53.09571669,53.09571669,53.09571669,54.51,52.63656667,48.316976,53.43106,54.31089,55.19072,56.95857172,58.72642344,58.72642344,58.8432856,59.48890159,59.48890159,59.48890159,,,10.1910828,14.64968153,30.12048193,30.12048193,30.12048193,30.12048193,51.80722892,51.80722892,51.80722892,51.80722892,51.80722892,51.80722892,,,89.8089172,85.35031847,69.87951807,69.87951807,69.87951807,69.87951807,48.19277108,48.19277108,48.19277108,48.19277108,48.19277108,48.19277108,58.148,59.519,62.56,61.967,61.593,57.873,58.735,60.82,54.444,56.926,59.092,63.381,63.177,82.359,82.112,82.806,82.081,82.118,80.022,79.909,81.777,79.708,78.557,79.12,80.616,80.515
BRA,Brazil,High,LAC,95,0.532,0.51,0.474,0.456,0.452,0.448,0.448,0.442,0.439,0.436,0.428,0.41,0.408,103,69,71,65,61,60,61,62,63,62,60,83.727,84.262,80.842,71.152,69.7322,68.3124,66.8926,65.4728,64.053,62.8175,61.582,60.3465,59.111,26.47,33.73,44.57989,51.86732,54.64153,55.80867,57.1701,57.68905,58.90842,59.52236,60.58826,61.55127,61.55127,25.739223,34.465338,42.735215,48.96227,52.42505,53.31825,54.21799,54.68332,55.94386,56.70803,57.45854,58.26034,58.26034,6.734006734,6.734006734,5.892255892,9.090909091,9.595959596,9.595959596,9.595959596,9.595959596,10.43771044,10.77441077,10.77441077,11.27946128,14.98316498,14.98316498,93.26599327,93.26599327,94.10774411,90.90909091,90.4040404,90.4040404,90.4040404,90.4040404,89.56228956,89.22558923,89.22558923,88.72053872,85.01683502,85.01683502,47.153,50.194,55.076,53.517,52.118,53.019,52.926,52.814,53.338,53.285,54.138,54.358,54.208,81.018,78.588,78.18,76.497,75.634,76.131,76.002,75.563,75.331,74.855,74.514,74.279,74.102
BRB,Barbados,Very High,LAC,56,0.392,0.359,0.351,0.327,0.323,0.319,0.306,0.301,0.306,0.298,0.286,0.261,0.252,64,50,42,36,35,34,32,31,31,30,27,57.907,52.029,50.516,47.33,46.4058,45.4816,44.5574,43.6332,42.709,40.41925,38.1295,35.83975,33.55,76.25,78.58996,87.49,89.52,90.396,91.272,92.148,93.024,93.024,93.9,94.24,94.58,94.58,72.74118,77.31236,85.51,87.7,88.42,89.14,89.86,90.58,90.58,91.3,91.6,91.9,92.2,18.36734694,18.36734694,20.40816327,17.64705882,19.60784314,19.60784314,19.60784314,21.56862745,21.56862745,19.60784314,19.60784314,19.60784314,27.45098039,29.41176471,81.63265306,81.63265306,79.59183673,82.35294118,80.39215686,80.39215686,80.39215686,78.43137255,78.43137255,80.39215686,80.39215686,80.39215686,72.54901961,70.58823529,63.5,62.735,63.608,62.874,62.707,61.55,62.765,61.471,61.557,62.337,62.219,61.978,61.693,77.186,74.58,74.765,72.384,72.341,71.339,71.484,68.557,69.521,70.122,69.769,69.461,69.079
BRN,Brunei Darussalam,Very High,EAP,60,,,,,,,,,,0.299,0.269,0.262,0.255,31,28,29,28,28,29,28,29,30,31,31,38.273,28.868,26.547,18.057,17.3338,16.6106,15.8874,15.1642,14.441,13.39875,12.3565,11.31425,10.272,59.37,61.61,60.7,63.86,64.808,65.756,66.704,67.652,67.652,68.6,69.06,69.52,69.52,62.75,64.58,65.62,67.77,68.216,68.662,69.108,69.554,69.554,70,70.3,70.6,70.68244654,,,,,,,,,,,6.451612903,9.090909091,9.090909091,9.090909091,,,,,,,,,,,93.5483871,90.90909091,90.90909091,90.90909091,50.397,55.881,56.221,56.96,57.238,57.47,57.666,57.84,58.004,58.17,58.319,57.941,57.787,80.706,79.926,77.577,75.283,74.976,74.566,74.086,73.581,73.078,72.554,72.014,71.378,71.028
BTN,Bhutan,Medium,SA,99,,,,,,0.507,0.536,0.512,0.492,0.481,0.47,0.428,0.421,557,423,310,247,239,231,223,214,203,193,183,100.95,89.168,69.155,47.894,43.913,39.932,35.951,31.97,27.989,26.03775,24.0865,22.13525,20.184,,,,,,5.83601,9.323894,12.811778,16.299662,19.787546,23.27543,23.27543,23.27543,,,,13.44665,13.44665,13.44665,17.032602,20.618554,24.204506,27.790458,31.37641,31.37641,31.37641,2,2,9.333333333,9.333333333,13.88888889,13.88888889,13.88888889,6.944444444,8.333333333,8.333333333,8.333333333,8.333333333,15.27777778,15.27777778,98,98,90.66666667,90.66666667,86.11111111,86.11111111,86.11111111,93.05555556,91.66666667,91.66666667,91.66666667,91.66666667,84.72222222,84.72222222,58.043,60.948,65.229,63.517,61.231,62.242,57.05,53.857,58.24,58.471,58.606,58.651,58.862,78.078,76.439,75.31,72.458,70.816,65.121,70.567,70.218,72.585,72.706,72.889,73.109,73.442
BWA,Botswana,High,SSA,116,0.568,0.519,0.512,0.506,0.504,0.5,0.496,0.483,0.481,0.478,0.473,0.472,0.465,218,262,239,179,176,170,164,160,156,151,144,95.149,70.329,51.741,48.66,48.558,48.456,48.354,48.252,48.15,47.62775,47.1055,46.58325,46.061,52.79,60.94,67.94,73.62,76.496,79.372,82.248,85.124,85.124,88,88.82,89.64,89.64,53.41,61.46,69.99,77.85,80.06,82.27,84.48,86.69,86.69,88.9,89.62,90.34,90.88785182,8.510638298,8.510638298,17.0212766,11.11111111,7.936507937,7.936507937,7.936507937,7.936507937,9.523809524,9.523809524,9.523809524,9.523809524,9.523809524,10.76923077,91.4893617,91.4893617,82.9787234,88.88888889,92.06349206,92.06349206,92.06349206,92.06349206,90.47619048,90.47619048,90.47619048,90.47619048,90.47619048,89.23076923,48.711,49.666,54.729,53.798,57.664,61.331,64.752,64.843,64.93,65.028,65.13,65.218,65.375,73.636,68.205,71.033,66.858,71.429,74.903,77.561,77.566,77.655,77.439,77.169,76.788,76.898
CAF,Central African Republic,Low,SSA,159,0.743,0.711,0.693,0.693,0.68,0.678,,,,0.694,0.682,0.68,0.68,1320,1280,1200,1000,981,963,1030,961,912,890,829,154.755,150.683,147.968,143.895,142.809,141.723,140.637,139.551,138.465,136.11725,133.7695,131.42175,129.074,5.83,7.41,8.79,10.11,10.668,11.226,11.784,12.342,12.342,12.9,13.16,13.42,13.42,19.02,22.19,24.82,26.72,27.496,28.272,29.048,29.824,29.824,30.6,30.84,31.08,31.32,3.529411765,3.529411765,7.339449541,10.47619048,9.615384615,12.5,12.5,,,,7.194244604,8.571428571,8.571428571,8.571428571,96.47058824,96.47058824,92.66055046,89.52380952,90.38461538,87.5,87.5,,,,92.8057554,91.42857143,91.42857143,91.42857143,65.279,65.239,65.136,65.034,64.973,64.873,65.01,64.875,64.696,64.634,64.57,64.503,64.44,80.407,79.944,80.033,80.442,80.771,80.94,81.472,81.403,81.188,80.779,80.301,79.767,79.776
CAN,Canada,Very High,,19,0.184,,0.139,0.132,0.124,0.121,0.119,0.116,0.114,0.101,0.095,0.088,0.08,8,9,11,11,11,11,11,11,11,10,10,25.141,20.117,14.645,13.677,13.2404,12.8038,12.3672,11.9306,11.494,10.71725,9.9405,9.16375,8.387,85.7,88.18,99.768614,99.999998,100,100,100,100,100,100,100,100,100,86.37,97.03625833,99.833902,100,100,100,100,100,100,100,100,100,100,21.2345679,21.2345679,,24.68513854,24.93765586,27.65432099,27.98053528,27.98053528,28.53598015,28.26603325,29.77272727,30.11494253,31.66287016,33.18284424,78.7654321,78.7654321,,75.31486146,75.06234414,72.34567901,72.01946472,72.01946472,71.46401985,71.73396675,70.22727273,69.88505747,68.33712984,66.81715576,56.801,58.645,60.935,61.898,61.648,61.666,61.746,61.16,60.851,60.913,61.152,60.981,60.836,72.305,72.122,72.582,71.471,71.318,70.972,70.833,70.505,70.515,70.197,70.153,69.652,69.422
CHE,Switzerland,Very High,,1,0.117,0.094,0.073,0.062,0.061,0.058,0.052,0.049,0.047,0.044,0.041,0.039,0.025,9,7,7,6,6,6,6,5,5,5,5,6.547,5.69,5.342,4.499,4.2998,4.1006,3.9014,3.7022,3.503,3.318,3.133,2.948,2.763,57.49,64.54973818,81.52408364,94.57985,94.65678,94.99202,95.52997,96.06792,96.37136,96.06521,95.815695,95.56618,95.56618,70.78,70.74,75.26,96.04546,96.18584,96.55735,96.959025,97.3607,97.16259,96.94556,96.851235,96.75691,96.75691,20.32520325,20.32520325,22.35772358,24.79674797,27.64227642,26.82926829,27.23577236,28.86178862,28.86178862,28.86178862,28.86178862,29.26829268,29.26829268,38.61788618,79.67479675,79.67479675,77.64227642,75.20325203,72.35772358,73.17073171,72.76422764,71.13821138,71.13821138,71.13821138,71.13821138,70.73170732,70.73170732,61.38211382,55.809,57.8,59.484,59.931,60.599,60.943,61.271,62.027,62.403,62.896,62.616,62.924,62.904,79.129,77.692,75.05,74.307,74.624,74.382,74.095,74.116,74.218,74.421,74.322,73.997,73.754
CHL,Chile,Very High,LAC,55,0.483,0.433,0.377,0.342,0.331,0.325,0.309,0.303,0.3,0.288,,0.253,0.247,45,31,25,20,18,17,16,15,14,13,13,68.484,65.363,57.03,55.064,54.8116,54.5592,54.3068,54.0544,53.802,50.6145,47.427,44.2395,41.052,53.78,65.64118333,75.38100333,73.28329,71.15095,72.70283,74.25471,75.56666,76.87861,77.32597,77.77333,77.77333,77.77333,57.124452,67.906712,72.54083667,76.3798,74.80676,75.84912,77.85807,79.125065,80.39206,80.755945,81.11983,81.11983,81.11983,7.228915663,7.228915663,8.928571429,11.9047619,13.92405063,13.92405063,13.92405063,16.4556962,16.4556962,15.82278481,15.82278481,,22.72727273,22.72727273,92.77108434,92.77108434,91.07142857,88.0952381,86.07594937,86.07594937,86.07594937,83.5443038,83.5443038,84.17721519,84.17721519,,77.27272727,77.27272727,36.32,38.313,41.396,46.91,48.798,49.028,49.462,50.067,50.083,50.381,51.026,51.608,51.798,77.394,75.468,74.001,74.638,75.158,74.797,74.589,74.479,74.683,74.232,74.188,73.862,73.975
CHN,China,High,EAP,39,,0.269,0.227,0.194,0.189,0.186,0.178,0.175,0.172,0.169,0.168,0.167,0.168,74,59,44,36,34,33,32,31,30,29,29,15.768,11.654,8.749,7.29,7.3074,7.3248,7.3422,7.3596,7.377,7.4415,7.506,7.5705,7.635,35.54,43.37749,51.014475,58.65146,61.44,64.23,67.02,69.81,69.81,72.6,74.02,75.44,76.03371735,52.26,60.78059,66.319845,71.8591,73.749033,75.638966,77.528899,79.418832,79.418832,80.094,82,83.02,83.28977254,,,21.78284182,20.26845638,21.32574489,21.32303559,21.32303559,23.40140609,23.40140609,23.62284556,23.62284556,24.24760602,24.89932886,24.94117647,,,78.21715818,79.73154362,78.67425511,78.67696441,78.67696441,76.59859391,76.59859391,76.37715444,76.37715444,75.75239398,75.10067114,75.05882353,72.596,71.126,66.888,63.981,63.719,63.458,63.182,62.865,62.504,62.084,61.598,61.055,60.451,84.666,83.386,79.969,78.275,78.062,77.824,77.532,77.221,76.899,76.527,76.122,75.69,75.274
CIV,Côte d'Ivoire,Low,SSA,153,0.707,,0.688,0.678,0.667,0.667,0.664,0.665,0.664,0.66,0.65,0.648,0.638,721,704,704,701,703,702,691,676,658,636,617,148.06,138.316,137.401,131.954,130.4458,128.9376,127.4294,125.9212,124.413,122.7165,121.02,119.3235,117.627,7.31,9.42,11.76,14.04,14.672,15.304,15.936,16.568,16.568,17.2,17.84,17.84,17.94919663,21.06,23.99,27.44,30.13,30.784,31.438,32.092,32.746,32.746,33.4,34.08,34.08,34.35813313,8,8,,8.520179372,8.866995074,11.02362205,10.44176707,10.44176707,9.448818898,9.163346614,9.163346614,10.58823529,10.90342679,13.27683616,92,92,,91.47982063,91.13300493,88.97637795,89.55823293,89.55823293,90.5511811,90.83665339,90.83665339,89.41176471,89.09657321,86.72316384,48.451,48.268,48.013,47.833,47.812,47.797,47.79,47.792,47.805,47.832,47.941,48.07,48.157,82.761,80.77,76.7,72.137,71.173,70.199,69.218,68.232,67.245,66.252,65.957,65.669,65.54
CMR,Cameroon,Medium,SSA,141,0.706,0.696,0.654,0.617,0.614,0.611,0.577,0.575,0.572,0.569,0.566,0.561,0.56,930,886,692,597,589,580,567,564,554,538,529,177.682,161.952,149.984,131.775,129.6118,127.4486,125.2854,123.1222,120.959,117.16925,113.3795,109.58975,105.8,12.01,15.55,20.957555,26.36511,27.68954289,29.01397578,30.33840868,31.66284157,31.66284157,32.45632462,32.45632462,32.66160371,32.66160371,23.79,27.88,31.97,34.85,35.62,36.39,37.16,37.93,37.93,38.7,39.24,40.88,41.34689093,5.555555556,5.555555556,5.555555556,8.888888889,13.88888889,13.88888889,13.88888889,27.14285714,27.14285714,27.14285714,27.14285714,27.14285714,29.28571429,29.28571429,94.44444444,94.44444444,94.44444444,91.11111111,86.11111111,86.11111111,86.11111111,72.85714286,72.85714286,72.85714286,72.85714286,72.85714286,70.71428571,70.71428571,78.824,78.452,78.213,70.635,70.73,70.831,70.931,71.02,71.097,71.165,71.225,71.272,71.108,87.735,86.335,85.365,81.437,81.518,81.586,81.624,81.613,81.548,81.479,81.365,81.198,81.1
